ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen
 11.2 ," Kuldeep Yadav to Shreyas Iyer, no run, slightly short and outside off, crashes the cut off the back foot but off the slice. Towards backward point ",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 11.1 ,"Kuldeep Yadav to Shreyas Iyer, SIX, ahh, the new DD captain doesn't think so. What a way to greet the mystery spinner in his new spell! Floated up around off, Iyer did well to go with the spin and executed the slog sweep beautifully. Easily over deep mid-wicket",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 10.6 ," A Russell to Prithvi Shaw, FOUR, oh glorious! Another classy stroke! Not all that full but Shaw reaches out and absolutely pumps the drive straight back past the bowler. Mid-off could only see it whistling away to the fence. Gee! ",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 10.5 ," A Russell to Shreyas Iyer, 1 run, fuller and attacking the stumps, wristed away towards long-on for a single ",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 10.4 ,"A Russell to Prithvi Shaw, 1 run, short of a length and just outside off, guided down towards third man. 50 for Prithvi Shaw! Joint youngest to score an IPL fifty. No surprises there if you have heard of him before. A definite prodigy",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 10.3 ," A Russell to Prithvi Shaw, FOUR, cracking shot! This lad is putting up an exhibition tonight. Fractionally short from Russell and Shaw doesn't bother going on the back foot. Is on his initial front foot trigger as he clobbers the pull over mid-wicket. High quality! ",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 10.2 ," A Russell to Prithvi Shaw, no run, clever bowling! Saw Shaw backing away for room and fired the wide yorker. Just inside the tramline and it was left alone by the young man ",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 10.1 ," A Russell to Prithvi Shaw, no run, short of a length outside off, Shaw was winding up for a big shot but adjusted and jammed this towards mid-off ",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 9.6 ," Narine to Prithvi Shaw, 1 run, Narine drops this one short and wide of off, cracked away square on the off-side for a single ",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 9.5 ," Narine to Prithvi Shaw, 2 runs, nicely tossed up on off, Prithvi gets close to the ball and then whips it wide of long-on, comes back for the second run ",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 9.4 ," Narine to Shreyas Iyer, 1 run, fraction shorter and wider of off, dabbed away towards short third man for a single ",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 9.3 ," Narine to Prithvi Shaw, 1 run, tossed up and drifting into the right-hander, flicked away stylishly behind square on the on-side. Russell tumbles and doesn't stop it properly, but the batsmen decide against a second run ",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 9.2 ," Narine to Shreyas Iyer, 1 run, flighted on the stumps, eased away towards long-on for a single ",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 9.1 ," Narine to Prithvi Shaw, 1 run, Narine drops one short and well outside off, chopped away square on the off-side for a single ",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 8.6 ," Johnson to Prithvi Shaw, 1 run, that's very unconvincing from Prithvi, the Test match bouncer from Johnson, banged in short and at the batsman. Prithvi looked very awkward as he fended it away, a FSL would have gobbled it up, but this is T20, not a Test match ",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 8.5 ," Johnson to Prithvi Shaw, SIX, the helicopter is out, MS will be proud of this shot. Length delivery on the stumps, Prithvi waits on it, then brings his wrists into play and flicks it stylishly over mid-wicket, all the way over the ropes ",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 8.4 ," Johnson to Prithvi Shaw, FOUR, that's nicely played by Prithvi, let the ball come onto him, used the pace on the ball and then nudged it behind square on the on-side, beat the man in the ring and rolls away to the fence ",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 8.3 ," Johnson to Shreyas Iyer, 1 run, short of a good length and just outside off, Iyer plays with an open face and dabs it towards third man ",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 8.2 ," Johnson to Shreyas Iyer, no run, back of a length and on the stumps, dabbed towards backward point and Iyer wanted a single, sent back by his partner ",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 8.1 ," Johnson to Prithvi Shaw, 1 run, on a good length and angling across the right-hander, a mistimed drive towards mid-off lets Prithvi get a single ",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 7.6 ," A Russell to Shreyas Iyer, no run, the bouncer from Russell, Iyer ducks under it and lets it go ",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 7.5 ," A Russell to Shreyas Iyer, 2 runs, on a length and on Iyer's pads, clipped away behind square on the on-side and Iyer comes back for the second run ",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 7.4 ," A Russell to Shreyas Iyer, no run, fuller length delivery outside off, driven straight to the fielder at cover ",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 7.3 ," A Russell to Prithvi Shaw, 1 run, short and wide of off, slapped away to deep point for a single ",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 7.2 ," A Russell to Shreyas Iyer, 1 run, back of a length and just outside off, Iyer plays with a soft bottom hand and pushes it in front of cover ",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 7.1 ," A Russell to Prithvi Shaw, 1 run, on a length and on the stumps, chipped away towards long-on for a single ",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 6.6 ," Shivam Mavi to Munro, out Bowled!! Lovely delivery from Mavi and he gets rid of the dangerous Munro. This was very full and on the stumps, bowled at 143 kmph. Not quite the yorker, but good enough for Munro, he was making room for the slog, gets a bottom-edge and the ball clatters into the base of middle-stump. A send off from the youngster and KKR get their first wicket. Munro b Shivam Mavi 33(18) [4s-4 6s-2] ",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 6.5 ," Shivam Mavi to Prithvi Shaw, 1 run, that's an ugly mow from Prithvi and he limps across for a single, back of a length and just outside off, he went hard on the pull and got a thick inside edge onto his shin ",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 6.4 ,"Shivam Mavi to Prithvi Shaw, no run, change of pace from Mavi, slower short ball outside off, flat-batted cut from Prithvi, but straight to the fielder at mid-off",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 6.3 ," Shivam Mavi to Prithvi Shaw, no run, on a good length and just outside off, driven straight to the fielder at cover ",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
 6.2 ," Shivam Mavi to Munro, 1 run, pacy from Mavi and that caused trouble for Munro, he got into a tangle as he went for the pull, got a bottom edge that ricoheted off his thigh pad and rolled away behind square on the on-side ",DC Inns,26t,Delhi Daredevils,Kolkata Knight Riders,"Delhi Daredevils (Playing XI): Prithvi Shaw, Colin Munro, Glenn Maxwell, Rishabh Pant(w), Shreyas Iyer(c), Vijay Shankar, Rahul Tewatia, Liam Plunkett, Amit Mishra, Avesh Khan, Trent Boult","Kolkata Knight Riders (Playing XI): Chris Lynn, Sunil Narine, Robin Uthappa, Nitish Rana, Dinesh Karthik(w/c), Andre Russell, Shubman Gill, Mitchell Johnson, Piyush Chawla, Shivam Mavi, Kuldeep Yadav",,,IPL,2018,"Arun Jaitley Stadium,Delhi","Apr 27,2018",Kolkata Knight Riders have won the toss and have opted to field,Delhi Daredevils won by 55 runs,Shreyas Iyer,KKR,field
